'Reason for absence','Month of absence','Day of the week',Seasons,'Transportation expense','Distance from Residence to Work','Service time',Age,'Work load Average/day ','Hit target','Disciplinary failure',Education,Son,'Social drinker','Social smoker',Pet,Weight,Height,'Body mass index','Absenteeism time in hours'
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(2.8-3.2]\'','\'(1.9-2.2]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',2
'\'(22.4-25.2]\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(1.9-2.2]\'','\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(22.4-25.2]\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(1.9-2.2]\'','\'(226-253]\'','\'(9.7-14.4]\'','\'(15-17.8]\'','\'(54.9-inf)\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'',2
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(1.9-2.2]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',2
'\'(22.4-25.2]\'','\'(2.4-3.6]\'','\'(4.8-5.2]\'','\'(1.9-2.2]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'',3
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(4.8-5.2]\'','\'(1.9-2.2]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',3
'\'(22.4-25.2]\'','\'(2.4-3.6]\'','\'(5.6-inf)\'','\'(1.9-2.2]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(5.6-inf)\'','\'(1.9-2.2]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',3
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',3
'\'(22.4-25.2]\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(14.4-19.1]\'','\'(23.4-26.2]\'','\'(45.6-48.7]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(172.9-176.2]\'','\'(24.7-26.6]\'',8
'\'(11.2-14]\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'',24
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',3
'\'(25.2-inf)\'','\'(2.4-3.6]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',3
'\'(11.2-14]\'','\'(2.4-3.6]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(16.8-19.6]\'','\'(2.4-3.6]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',104
'\'(19.6-22.4]\'','\'(2.4-3.6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','222,196','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(2.8-3.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'',8
'\'(11.2-14]\'','\'(3.6-4.8]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',8
'\'(8.4-11.2]\'','\'(3.6-4.8]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(16.8-19.6]\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(16.8-19.6]\'','\'(3.6-4.8]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'',8
'\'(11.2-14]\'','\'(3.6-4.8]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(28.5-33.2]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'',8
'\'(25.2-inf)\'','\'(3.6-4.8]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(5.6-8.4]\'','\'(3.6-4.8]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(2.8-3.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'',24
'\'(14-16.8]\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'',2
'\'(22.4-25.2]\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',3
'\'(22.4-25.2]\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',2
'\'(8.4-11.2]\'','\'(3.6-4.8]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',2
'\'(19.6-22.4]\'','\'(3.6-4.8]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(25.2-inf)\'','\'(3.6-4.8]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(16.8-19.6]\'','\'(3.6-4.8]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',8
'\'(14-16.8]\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(14.4-19.1]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'',3
'\'(25.2-inf)\'','\'(3.6-4.8]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(25.2-inf)\'','\'(3.6-4.8]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'',4
'\'(16.8-19.6]\'','\'(3.6-4.8]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',8
'\'(11.2-14]\'','\'(3.6-4.8]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',2
'\'(25.2-inf)\'','\'(3.6-4.8]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','246,288','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(19.6-22.4]\'','\'(4.8-6]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(16.8-19.6]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(14.4-19.1]\'','\'(12.2-15]\'','\'(39.4-42.5]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(3.7-inf)\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(92.4-97.6]\'','\'(179.5-182.8]\'','\'(26.6-28.5]\'',3
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(14.4-19.1]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'',2
'\'(5.6-8.4]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',3
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(226-253]\'','\'(19.1-23.8]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(102.8-inf)\'','\'(166.3-169.6]\'','\'(36.1-inf)\'',8
'\'(11.2-14]\'','\'(4.8-6]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',1
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'',2
'\'(11.2-14]\'','\'(4.8-6]\'','\'(4.8-5.2]\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(14.4-19.1]\'','\'(12.2-15]\'','\'(39.4-42.5]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(3.7-inf)\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(92.4-97.6]\'','\'(179.5-182.8]\'','\'(26.6-28.5]\'',8
'\'(16.8-19.6]\'','\'(4.8-6]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(280-307]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.8-1.6]\'','\'(76.8-82]\'','\'(172.9-176.2]\'','\'(24.7-26.6]\'',64
'\'(19.6-22.4]\'','\'(4.8-6]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(199-226]\'','\'(14.4-19.1]\'','\'(12.2-15]\'','\'(39.4-42.5]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(3.7-inf)\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(92.4-97.6]\'','\'(179.5-182.8]\'','\'(26.6-28.5]\'',8
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(22.4-25.2]\'','\'(4.8-6]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',2
'\'(2.8-5.6]\'','\'(4.8-6]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',3
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',1
'\'(-inf-2.8]\'','\'(4.8-6]\'','\'(2.8-3.2]\'','\'(2.8-3.1]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','237,656','\'(98.1-inf)\'','\'(0.9-inf)\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',0
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(-inf-2.8]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(2.8-3.1]\'','\'(361-inf)\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','237,656','\'(98.1-inf)\'','\'(0.9-inf)\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(3.2-4]\'','\'(61.2-66.4]\'','\'(172.9-176.2]\'','\'(20.9-22.8]\'',0
'\'(14-16.8]\'','\'(4.8-6]\'','\'(5.6-inf)\'','\'(2.8-3.1]\'','\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'',1
'\'(8.4-11.2]\'','\'(4.8-6]\'','\'(-inf-2.4]\'','\'(2.8-3.1]\'','\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','237,656','\'(98.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'',48
